,incident_name,incident_date_created,incident_administrative_unit,incident_county,incident_location,incident_acres_burned,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,Max Temperature,Avg Temperature,Min Temperature,Dew Point,Precipitation,Snowdepth,Wind,Gust Wind,Sea Level Pressure,elevation
1205,Peak Fire,2018-11-12 10:06:00,Ventura County Fire Department,Ventura,"off Highway 118 and Rocky Peak Road, east of Simi Valley",186,Ventura County Fire Department,-118.64381589,34.26734825,2019-01-04 08:46:00,2019-01-04,2018-11-12,75.14,59.63,40.43,25.22,0.0,0.0,2.61,0.0,29.29,439.4981689453125
1206,Bear Fire ,2018-11-16 11:01:00,CAL FIRE San Mateo-Santa Cruz Unit,Santa Cruz,"off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa Cruz",10,CAL FIRE San Mateo-Santa Cruz Unit,-122.12036,37.12857,2019-01-04 08:44:00,2019-01-04,2018-11-16,67.0,52.51,41.0,29.34,0.0,0.0,2.52,0.0,30.12,147.3668212890625
1209,Cana Fire,2019-04-30 12:20:00,CAL FIRE / Butte County Fire,Butte,"Off Hamilton Nord Cana Hwy & Cana Hwy, northeast of Chico",10,CAL FIRE / Butte County Fire,-121.957,39.83958,2019-05-08 08:47:00,2019-05-08,2019-04-30,81.29,67.09,51.57,37.48,0.0,0.0,5.96,1.63,29.33,54.38169479370117
1210,Woody Fire,2019-04-30 18:37:00,Kern County Fire Department,Kern,"Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield",115,Kern County Fire Department,-118.92545,35.65189,2019-05-08 08:47:00,2019-05-08,2019-04-30,81.86,69.7,58.29,41.9,0.01,0.0,6.55,0.65,29.35,343.0995788574219
1211,Meridian Fire,2019-05-01 16:46:00,CAL FIRE Butte Unit,Butte,"Off Munjar Rd, north of Chico",50,"CAL FIRE Butte Unit, California Conservation Corps",-121.905,39.85484,2019-05-08 08:47:00,2019-05-08,2019-05-01,81.29,67.09,51.57,37.48,0.0,0.0,5.96,1.63,29.33,77.74728393554688
1212,Vulcan Fire,2019-05-03 15:04:00,Kern County Fire,Kern,Off Highway 166 at Wind Wolves Preserve,172,Kern County Fire,-119.19454,35.03855,2019-05-08 08:48:00,2019-05-08,2019-05-03,81.86,69.7,58.29,41.9,0.01,0.0,6.55,0.65,29.35,235.5572204589844
1214,Sugar Fire,2019-05-10 14:14:00,US Forest Service - Tahoe National Forest,Placer,"Sugar Pine Road and Big Reservoir Lane, northeast of Foresthill",65,US Forest Service - Tahoe National Forest,-120.76088,39.11536,2019-05-24 14:28:00,2019-05-24,2019-05-10,78.43,63.09,51.14,50.34,0.0,0.0,9.95,1.15,29.8,1195.159423828125
1216,Shady Fire,2019-05-18 22:53:00,CAL FIRE/Riverside County Fire Department,Riverside,"off Airport Boulevard and Shady Lane in Thermal, southwest of Coachella",130,CAL FIRE/Riverside County Fire Department,-116.172534,33.650237,2019-05-24 14:23:00,2019-05-24,2019-05-18,90.86,78.13,64.43,44.47,0.0,0.0,9.18,8.53,29.35,-29.96405601501465
1217,Paskenta Fire,2019-05-20 10:57:00,CAL FIRE Tehama-Glenn Unit,Tehama,"Paskenta Rd and Canal View Road, northwest of Corning",63,CAL FIRE Tehama-Glenn Unit,-122.30737,39.98097,2019-05-24 14:23:00,2019-05-24,2019-05-20,72.86,62.6,52.57,47.63,0.27,0.0,8.7,6.62,29.26,144.0097045898438
1218,Foothill Fire,2019-05-20 13:50:00,CAL FIRE / Riverside County Fire,Riverside,"Off Foothill Avenue & Orange Avenue, in Nuevo",26,CAL FIRE / Riverside County Fire,-117.18194,33.81678,2019-05-24 14:23:00,2019-05-24,2019-05-20,67.86,57.25,45.0,46.22,0.0,0.0,3.77,0.56,28.66,472.2842407226562
1219,Belmont Fire,2019-05-29 17:10:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"Belmont & Costa Mesa Rd, In California Valley",835,CAL FIRE San Luis Obispo Unit,-119.96498,35.307590000000005,2019-06-03 08:44:00,2019-06-03,2019-05-29,65.0,55.69,49.71,49.97,0.05,0.0,7.98,1.65,29.72,592.8379516601562
1220,Hill Fire,2019-05-29 17:18:00,CAL FIRE / Fresno County Fire,Fresno," S. Hills Valley Road, north of Orange Cove",121,CAL FIRE / Fresno County Fire,-119.3046,36.66909,2019-06-05 15:07:00,2019-06-05,2019-05-29,78.43,66.05,55.0,53.11,0.06,0.0,5.68,0.79,29.57,142.3360748291016
1221,Diversion Fire,2019-05-30 12:41:00,CAL FIRE/ Riverside County Fire,Riverside,"Near the Intersection of Highway 95 and 2nd Avenue, in Blythe",45,CAL FIRE/ Riverside County Fire,-114.57265,33.69078,2019-06-03 08:48:00,2019-06-03,2019-05-30,88.86,76.76,63.43,39.71,0.0,0.0,8.64,3.56,29.55,84.80892181396484
1222,Canyon Fire,2019-05-30 16:19:00,CAL FIRE Santa Clara Unit,Santa Clara,"Off Del Puerto Canyon Rd & Diablo Grande Pkwy, west of Patterson",144,CAL FIRE Santa Clara Unit,-121.22093,37.45899,2019-06-11 14:40:00,2019-06-11,2019-05-30,81.57,69.02,56.0,50.79,0.01,0.0,9.52,2.21,29.83,305.3233947753906
1223,66 Fire,2019-05-29 21:06:00,Bureau of Indian Affairs,Riverside,Off Avenue 66 in Thermal,55,Bureau of Indian Affairs,-116.1466,33.57039,2019-06-24 11:46:00,2019-06-24,2019-05-29,89.86,77.79,63.71,43.84,0.0,0.0,8.6,5.3,29.3,-49.58113098144531
1224,Spruce Fire,2019-06-01 15:49:00,CAL FIRE Tulare Unit,Tulare,"Off Spruce Rd & Myer Dr, east of Exeter",155,CAL FIRE Tulare Unit,-119.10974,36.28001,2019-06-11 14:48:00,2019-06-11,2019-06-01,78.43,66.05,55.0,53.11,0.06,0.0,5.68,0.79,29.57,125.2759017944336
1225,Citrus Fire,2019-06-02 16:12:00,CAL FIRE Tulare Unit,Tulare,"Off Rd 256 & Ave 220, east of Strathmore",257,CAL FIRE Tulare Unit,-118.99229,36.18479,2019-06-11 14:48:00,2019-06-11,2019-06-02,91.57,77.17,62.43,54.38,0.0,0.0,6.95,0.85,29.55,194.9715423583984
1226,Yokohl Fire,2019-06-03 12:18:00,CAL FIRE Tulare Unit,Tulare,off of Yokohl Drive in Tulare County ,33,CAL FIRE Tulare Unit,-118.85712,36.23012,2019-06-04 16:03:00,2019-06-04,2019-06-03,91.57,77.17,62.43,54.38,0.0,0.0,6.95,0.85,29.55,812.8903198242188
1227,Bear Fire,2019-06-03 12:18:00,CAL FIRE Tulare Unit,Tulare,Off of Balch Park Rd in Springville,25,CAL FIRE Tulare Unit,-118.80582,36.14246,2019-06-11 14:48:00,2019-06-11,2019-06-03,91.57,77.17,62.43,54.38,0.0,0.0,6.95,0.85,29.55,334.0922241210938
1228,Boulder Fire,2019-06-05 10:49:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"off Highway 58 and Boulder Creek Road, California Valley",1127,CAL FIRE San Luis Obispo Unit,-119.913717,35.343761,2019-06-11 14:49:00,2019-06-11,2019-06-05,71.71,60.19,53.29,49.75,0.0,0.0,6.91,1.07,29.7,683.99072265625
1229,Willow Fire,2019-06-06 14:24:00,CAL FIRE Santa Clara Unit,Contra Costa,"Highway 4 and Willow Pass Rd, 2 miles west of Bay Point",23,CAL FIRE Santa Clara Unit,-121.9763,38.02503,2019-06-11 14:47:00,2019-06-11,2019-06-06,74.0,63.5,55.86,50.84,0.0,0.0,9.78,0.11,29.93,96.09034729003906
1230,Nelson Fire ,2019-06-07 12:59:00,City of Fairfield,Solano,Cordelia Road and Link Road ,24,City of Fairfield,-122.12214,38.21416,2019-06-17 08:49:00,2019-06-17,2019-06-07,74.0,63.5,55.86,50.84,0.0,0.0,9.78,0.11,29.93,2.64818549156189
1231,Watt Fire,2019-06-07 12:59:00,CAL FIRE Nevada-Yuba-Placer Unit ,Placer,Watt Ave near Baseline Road ,27,CAL FIRE Nevada-Yuba-Placer Unit ,-121.39258999999998,38.75263,2019-06-11 14:50:00,2019-06-11,2019-06-07,87.43,73.06,58.43,52.1,0.0,0.0,10.21,5.0,29.82,27.36260223388672
1232,Stuhr Fire,2019-06-07 16:55:00,CAL FIRE Santa Clara Unit,Stanislaus,"Interstate 5 and Pete Miller Road, southwest of Newman",600,CAL FIRE Santa Clara Unit,-121.09375,37.25988,2019-06-11 17:14:00,2019-06-11,2019-06-07,90.57,74.92,52.43,48.81,0.0,0.0,9.91,3.86,29.84,64.62876892089844
1233,Levee Fire,2019-06-08 13:07:00,City of Marysville,Yuba,"Highway 20 & E 22nd Street, in Marysville",70,City of Marysville,-121.56363,39.15641,2019-06-17 08:34:00,2019-06-17,2019-06-08,87.43,73.06,58.43,52.1,0.0,0.0,10.21,5.0,29.82,23.36889839172363
1234,Sand Fire,2019-06-08 14:50:00,CAL FIRE Sonoma-Lake-Napa Unit,Yolo,Guinda,2512,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, Cal OES, Yolo County Sheriff, CHP, NBIMT and multiple local government  fire agencies.",-122.23922,38.88978,2019-06-17 10:40:00,2019-06-17,2019-06-08,87.43,73.06,58.43,52.1,0.0,0.0,10.21,5.0,29.82,128.7087860107422
1235,Ink Fire,2019-06-08 14:37:00,CAL FIRE Sonoma-Lake-Napa Unit,Napa,"Pope Valley Rd, northeast of Calistoga",50,CAL FIRE Sonoma-Lake-Napa Unit,-122.47282,38.63047,2019-06-17 08:46:00,2019-06-17,2019-06-08,82.0,64.74,51.14,48.43,0.0,0.0,6.52,2.01,29.75,341.6936950683594
1236,West Butte Fire,2019-06-08 14:37:00,Sutter County Fire Department,Sutter,"North Butte Rd & West Butte Rd, northeast of Colusa",1350,Sutter County Fire Department,-121.85906,39.28926,2019-06-17 15:16:00,2019-06-17,2019-06-08,87.43,73.06,58.43,52.1,0.0,0.0,10.21,5.0,29.82,18.74355316162109
1237,McMillan Fire,2019-06-12 12:48:00,CAL FIRE San Luis Obispo County ,San Luis Obispo,"Highway 46 East and McMillan Canyon Road, North of Shandon",1764,CAL FIRE San Luis Obispo County ,-120.41128,35.66318,2019-06-24 10:25:00,2019-06-24,2019-06-12,76.86,64.39,55.86,53.55,0.0,0.0,6.2,0.09,29.74,352.6465759277344
1238,Malech Fire,2019-06-09 14:29:00,CAL FIRE Santa Clara Unit,Santa Clara,"Malech Rd & Bailey Rd, South San Jose",210,CAL FIRE Santa Clara Unit,-121.70768,37.21638,2019-06-11 17:17:00,2019-06-11,2019-06-09,87.14,73.11,55.0,51.93,0.0,0.0,6.41,0.09,29.88,337.0452575683594
1239,Calaveras Fire ,2019-06-10 15:16:00,CAL FIRE Santa Clara Unit,Santa Clara,Calaveras Road and Weller Road East of Milpitas,35,CAL FIRE Santa Clara Unit,-121.84082,37.44422,2019-06-17 08:46:00,2019-06-17,2019-06-10,87.14,73.11,55.0,51.93,0.0,0.0,6.41,0.09,29.88,241.9846954345703
1240,Ardo Fire,2019-06-12 17:23:00,CAL FIRE San Benito - Monterey Unit,Monterey,near San Ardo,43,CAL FIRE San Benito - Monterey Unit,-120.88241,35.97059,2019-06-17 08:46:00,2019-06-17,2019-06-12,76.86,64.39,55.86,53.55,0.0,0.0,6.2,0.09,29.74,135.1126403808594
1241,Springs Fire,2019-06-10 17:51:00,CAL FIRE Tulare Unit ,Tulare,Off Mountain Road 56 East of Ducor ,47,CAL FIRE Tulare Unit ,-118.94106,35.89593,2019-06-11 17:18:00,2019-06-11,2019-06-10,97.86,81.86,64.0,56.29,0.0,0.0,5.59,0.0,29.58,228.7193298339844
1242,Bitter Fire ,2019-06-10 11:55:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,Bitterwater Road East of Paso Robles,120,CAL FIRE San Luis Obispo Unit,-120.11738,35.57376,2019-06-11 17:18:00,2019-06-11,2019-06-10,76.86,64.39,55.86,53.55,0.0,0.0,6.2,0.09,29.74,527.9647216796875
1243,Pauma Fire,2019-06-10 14:25:00,CAL FIRE / San Diego County Fire,San Diego,Highway 76 and Pauma Valley Road ,15,CAL FIRE / San Diego County Fire,-116.97772,33.30267,2019-06-24 11:44:00,2019-06-24,2019-06-10,71.57,65.73,62.0,58.88,0.0,0.0,4.69,0.08,29.6,253.1295623779297
1244,32 Fire,2019-06-15 15:29:00,CAL FIRE Chico Butte Unit,Butte,Humboldt Road and Highway 32,17,CAL FIRE Chico Butte Unit,-121.73659,39.76242,2019-06-24 11:06:00,2019-06-24,2019-06-15,97.86,85.8,71.71,51.42,0.0,0.0,5.28,0.71,29.36,310.47509765625
1245,Rocky Fire,2019-06-14 16:14:00,CAL FIRE Siskiyou,Siskiyou,"Rocky Rd and Harry Cash Rd, 9 miles east of Grenada ",17,CAL FIRE Siskiyou,-122.35962,41.64895,2019-06-17 10:39:00,2019-06-17,2019-06-14,94.29,76.21,57.57,42.85,0.0,0.0,4.2,0.23,28.61,855.2616577148438
1246,IronGate Fire,2019-06-16 20:33:00,CAL FIRE Siskiyou Unit,Siskiyou,"Deer Run Road, east of Iron Gate Reservoir",10,CAL FIRE Siskiyou Unit,-122.40157,41.94622,2019-06-21 14:23:00,2019-06-21,2019-06-16,84.86,69.07,54.14,41.26,0.0,0.0,5.53,1.79,28.66,793.95703125
1247,Weisgarber Fire,2019-06-20 14:56:00,Camp Pendleton,San Diego,"one mile west of the DeLuz gate, Camp Pendleton",120,"Camp Pendleton, Camp Pendleton Fire, US Forest Service, North County Fire, Oceanside Fire",-117.29665,33.396840000000005,2019-06-21 14:22:00,2019-06-21,2019-06-20,67.71,59.38,44.57,52.9,0.01,0.0,4.43,0.12,29.58,214.7325134277344
1248,Lumgrey Fire,2019-06-17 17:50:00,USFS Klamath National Forest,Siskiyou,"off Highway 96 and Lumgrey Road, West of Gottsville",207,USFS Klamath National Forest,-121.85906,39.28926,2019-06-24 16:56:00,2019-06-24,2019-06-17,92.29,74.16,58.57,53.76,0.0,0.0,8.83,1.67,29.77,18.74355316162109
1249,Jerry Fire,2019-06-21 13:02:00,CAL FIRE/Riverside County Fire Department,Riverside,"off Gilman Springs Road, between Highway 60 and Jack Rabbit Trail",525,CAL FIRE/Riverside County Fire Department,-117.103765,33.919507,2019-06-24 11:43:00,2019-06-24,2019-06-21,83.0,67.46,62.0,55.04,0.0,0.0,5.45,0.12,28.7,493.3653564453125
1250,Mountain Fire,2019-06-21 14:42:00,Alameda County Fire,Alameda,off Grant Line Rd and Mountain House Rd,30,Alameda County Fire,-121.57382,37.75427,2019-06-24 11:06:00,2019-06-24,2019-06-21,92.43,76.47,60.57,52.92,0.0,0.0,9.28,2.69,29.8,69.9444808959961
1251,Paskenta Fire,2019-06-22 03:12:00,CAL FIRE Tehama - Glenn Unit,Tehama,"off Corning Road and Paskenta Road, West of Corning",46,CAL FIRE Tehama - Glenn Unit,-122.48277,39.97083,2019-06-24 11:43:00,2019-06-24,2019-06-22,97.57,84.89,72.57,43.2,0.0,0.0,10.34,8.63,29.31,222.6066436767578
1252,Scott Fire,2019-06-24 11:57:00,CAL FIRE Nevada-Yuba-Placer Unit,Yuba,"off Scott Forbes Rd, 5 miles east of Browns Valley",80,CAL FIRE Nevada-Yuba-Placer Unit,-121.32399,39.24678,2019-06-24 18:30:00,2019-06-24,2019-06-24,86.57,72.42,59.14,50.86,0.0,0.0,7.72,0.73,29.86,145.1457824707031
1256,Mines Fire,2019-06-26 18:06:54,CAL FIRE Santa Clara Unit,Santa Clara,Mines Road and Turner Gulch in the San Antone Valley. ,17,CAL FIRE Santa Clara Unit,-121.534827,37.494136,2019-06-27 08:48:00,2019-06-27,2019-06-26,78.86,66.96,57.14,53.59,0.0,0.0,7.7,1.02,29.91,719.6493530273438
1261,Wolf Fire ,2019-06-29 12:54:13,CAL FIRE / Riverside County Fire,Riverside,"Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont",214,"Bureau of Land Management , CAL FIRE / Riverside County Fire",-116.980528,33.911,2019-06-30 15:51:00,2019-06-30,2019-06-29,89.71,69.79,61.0,53.11,0.0,0.0,4.37,0.0,28.72,788.0306396484375
1269,Snowstorm Fire,2019-07-05 16:37:04,Susanville Bureau of Land Management,Lassen,"Snowstorm Rd, south of Ravendale",263,Susanville Bureau of Land Management,-120.392768,40.679318,2019-07-06 07:49:00,2019-07-06,2019-07-05,86.57,72.09,57.0,34.11,0.0,0.0,7.53,4.39,25.57,1556.1259765625
1274,Gibbel Fire ,2019-07-11 16:27:17,CAL FIRE Riverside County Fire Department ,Riverside,Off of Girard Street and Quiet Hills Drive ,20,CAL FIRE Riverside County Fire Department ,-116.953889,33.69055556,2019-07-11 08:26:00,2019-07-11,2019-07-11,108.29,94.0,77.29,49.24,0.0,0.0,6.86,3.61,29.33,512.1964721679688
1277,Mid Fire,2019-07-12 18:40:09,CAL FIRE SCU,Alameda,"patterson pass and mid way, eastern",22,Alameda County ,-121.586846,37.093243,2019-07-12 19:20:00,2019-07-12,2019-07-12,76.43,65.57,58.29,57.71,0.0,0.0,7.45,0.27,29.93,93.33424377441406
1280,Jasper Fire,2019-07-13 18:42:22,CAL FIRE NEU,State of Nevada,"Chimney Rd and Barrel Springs Rd, 2 miles North of Sun Valley Nevada",1165,Truckee Meadows Fire Protection District,-119.769881,39.631945,2019-07-16 08:50:00,2019-07-16,2019-07-13,108.86,95.15,82.29,31.74,0.0,0.0,6.36,1.93,29.05,1553.128540039062
1281,Doyle Fire,2019-07-14 14:02:31,Bureau of Land Management,Lassen,"Off Old Highway and Cowboy Joe Road, Northwest of Doyle",193,BLM Northern CA District,-120.158273,40.072739,2019-07-16 09:00:00,2019-07-16,2019-07-14,92.43,77.53,62.14,40.36,0.0,0.0,7.33,5.03,25.54,1281.728515625
1282,South Fire ,2019-07-14 11:45:00,CAL FIRE San Luis Obispo ,Ventura,Off of South Mountain Rd and Balcom Canyon Road East of Santa Paula,131,Ventura County Fire Department ,-118.96,34.366111,2019-07-15 14:10:00,2019-07-15,2019-07-14,84.0,72.07,64.0,60.17,0.0,0.0,6.53,0.49,29.08,104.988525390625
1286,Meadow Fire,2019-07-16 13:45:43,CAL FIRE / Riverside County Fire,Riverside,Highway 371 near Lake Riverside Drive,81,CAL FIRE / Riverside County Fire,-116.7884,33.514658000000004,2019-07-17 21:29:00,2019-07-17,2019-07-16,110.29,95.93,79.14,43.51,0.0,0.0,7.72,6.01,29.29,1045.68798828125
1288,Goose 2 Fire,2019-07-17 16:13:41,Modoc National Forest,Modoc,"Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell ",128,Modoc National Forest,-120.306,41.909,2019-07-20 09:05:00,2019-07-20,2019-07-17,89.43,73.7,60.57,48.14,0.0,0.0,5.8,1.07,28.58,1545.079467773438
1304,Tucker Fire,2019-07-28 15:58:00,Modoc National Forest,Modoc,"Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir",14217,Modoc National Forest,-121.260305,41.79591,2019-08-11 12:16:00,2019-08-11,2019-07-28,91.71,76.52,60.14,48.78,0.0,0.0,5.4,0.88,28.59,1575.64697265625
1306,Range Fire,2019-07-28 22:39:05,Los Padres National Forest,Santa Barbara,north of Lake Cachuma,100,Los Padres National Forest,-119.94974,34.665699,2019-08-05 12:27:00,2019-08-05,2019-07-28,73.57,64.51,58.14,58.52,0.0,0.0,5.28,0.0,29.91,436.2908020019531
1308,Mill Fire,2019-07-30 13:28:17,Los Padres National Forest,Monterey,"In Los Padres National Forest, West of Fort Hunter Liggett ",280,Los Padres National Forest,-121.466944,36.008889,2019-08-12 08:20:00,2019-08-12,2019-07-30,68.14,61.24,56.71,53.7,0.0,0.0,7.37,0.61,29.78,879.7879638671875
1316,Five Fire,2019-08-03 17:01:15,Angeles National Forest,Los Angeles,Off Interstate 5 & Templin Hwy,156,Angeles National Forest,-118.752395,34.677864,2019-08-05 12:25:00,2019-08-05,2019-08-03,100.57,87.03,73.71,46.97,0.0,0.0,6.39,0.3,29.37,1019.878112792969
1319,Caliente Fire,2019-08-05 13:56:02,Kern County Fire Department ,Kern,"Caliente Bodfish Rd, east of Bakersfield",29,Kern County Fire Department ,-118.623651,35.287372999999995,2019-08-06 18:43:00,2019-08-06,2019-08-05,97.86,84.78,72.43,51.7,0.0,0.0,6.54,0.33,29.36,419.9598693847656
1320,Toro Fire ,2019-08-05 15:36:23,CAL FIRE Riverside County Fire Department ,Riverside,"26000 Block El Toro Road, North of Lake Elsinore",94,Riverside County Fire Department ,-117.333728,33.740219,2019-08-06 18:42:00,2019-08-06,2019-08-05,100.14,77.85,56.57,50.91,0.0,0.0,3.89,0.14,28.7,589.2952880859375
1330,Radio Fire,2019-08-12 10:53:10,CAL FIRE/Riverside County Fire Department,Riverside,David Mountain Radio Road at David Mountain Road in Beaumont,20,CAL FIRE / Riverside County Fire,-117.004667,33.909792,2019-08-12 08:21:00,2019-08-12,2019-08-12,98.14,76.5,65.14,51.18,0.0,0.0,3.38,0.12,28.72,800.7984619140625
1331,Lower Fire,2019-08-12 14:16:53,CAL FIRE Shasta-Trinity Unit,Shasta,Gas Point Rd & Lower Gas Point Rd in Igo,46,CAL FIRE Shasta-Trinity Unit,-122.54364,40.46968,2019-08-13 16:15:00,2019-08-13,2019-08-12,100.86,86.08,69.86,49.58,0.0,0.0,5.35,0.75,29.34,323.4483947753906
1332,Moose Fire,2019-08-12 17:10:00,CAL FIRE Mendocino Unit,Mendocino,Off Moose Rd & Bus McGall Rd northwest of Hopland,225,"Hopland Fire, Mendocino County Sheriffs Department (Evacuation Information)",-123.195306,39.005262,2019-08-17 18:15:00,2019-08-17,2019-08-12,92.43,71.19,56.0,54.53,0.0,0.0,4.07,0.16,29.75,391.8370056152344
1345,Mountain Fire,2019-08-22 11:02:09,CAL FIRE Shasta-Trinity Unit,Shasta,"Bear Mountain Road and Dry Creek Road, north of Bella Vista",600,Shasta County Sheriff's Office,-122.241944,40.715556,2019-08-26 17:00:00,2019-08-26,2019-08-22,97.14,82.56,68.43,52.04,0.0,0.0,5.18,0.74,29.29,279.4783630371094
1347,Horse Fire,2019-08-24 16:33:58,Bureau of Land Management ,Lassen,"Off Highway 139  and Horselake Road, North of Susanville",131,Bureau of Land Management,-120.544,40.562,2019-08-27 10:44:00,2019-08-27,2019-08-24,93.57,78.04,63.0,40.45,0.0,0.0,6.51,3.96,25.54,1611.583984375
1348,Long Valley Fire ,2019-08-24 17:25:04,Bureau of Land Management,Lassen,"Off Highway 395 and Red Rock Road, North of Hallelujah Junction",2438,Bureau of Land Management,-120.029722,39.892222,2019-08-27 09:01:00,2019-08-27,2019-08-24,93.57,78.04,63.0,40.45,0.0,0.0,6.51,3.96,25.54,1412.775756835938
1353,R-1 Fire,2019-08-28 19:48:14,Bureau of Land Management ,Lassen,"Hagata Canyon, east of Eagle Lake",3380,Bureau of Land Management ,-120.581,40.593,2019-09-04 16:22:00,2019-09-04,2019-08-28,95.0,78.72,62.57,39.31,0.0,0.0,6.1,2.49,25.61,1578.489501953125
1357,Snail Fire,2019-09-01 17:37:43,Los Padres National Forest,Ventura,3 miles northwest of Reyes Creek,279,Los Padres National Forest,-119.3547,34.71011,2019-09-05 08:14:00,2019-09-05,2019-09-01,79.43,69.29,62.43,61.26,0.0,0.0,4.85,0.14,29.89,1114.1181640625
1361,Country Fire,2019-09-03 14:57:31,CAL FIRE Amador - El Dorado Unit,El Dorado,"Highway 193 and Penobscot Rd, east of Cool",85,El Dorado County Sheriff's Office,-120.946657,38.898915,2019-09-06 07:24:00,2019-09-06,2019-09-03,91.71,74.91,62.0,54.63,0.0,0.0,8.04,0.14,29.85,500.0105895996094
1364,Tenaja,2019-09-04 16:43:36,CAL FIRE/Riverside County Fire Department ,Riverside,"Tenaja Road and Clinton Keith Road, in La Cresta",1926,"CAL FIRE / Riverside County Fire, City of Murrieta ",-117.273157,33.528469,2019-09-14 19:00:00,2019-09-14,2019-09-04,83.14,76.5,71.86,66.33,0.0,0.0,3.68,0.13,29.56,546.40380859375
1367,Red Bank Fire,2019-09-05 13:19:56,CAL FIRE Tehama Glenn Unit ,Tehama,"Off Hammer Loop Road and Petty John Road, West of Red Bluff ",8838,Tehama County Sheriff's Office,-122.64,40.12,2019-09-13 19:00:00,2019-09-13,2019-09-05,95.86,79.7,62.0,45.86,0.0,0.0,4.41,0.55,29.36,529.6417846679688
1369,Henthorne Fire,2019-09-05 09:25:00,USFS Mendocino National Forest ,Trinity,"Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo",244,Mendocino National Forest,-123.222196,40.062304,2019-09-18 12:17:00,2019-09-18,2019-09-05,95.86,79.7,62.0,45.86,0.0,0.0,4.41,0.55,29.36,1143.959716796875
1373,Cow Fire,2019-09-06 12:23:00,USFS - Inyo National Forest ,Inyo,"Golden Trout Wilderness, Inyo National Forest",1975,Inyo National Forest ,-118.228,36.284,2019-11-21 16:08:00,2019-11-21,2019-09-06,99.57,86.95,75.57,52.94,0.0,0.0,5.95,0.47,29.37,2910.23388671875
1375,Taboose Fire,2019-09-06 12:43:35,Inyo National Forest     ,Inyo,south west of Big Pine and north west of Aberdeen,10296,"Inyo National Forest , Inyo County Sheriff's Office",-118.345,37.034,2019-11-21 16:09:00,2019-11-21,2019-09-06,78.86,61.13,36.71,41.22,0.0,0.0,5.31,4.21,23.29,1849.064697265625
1377,R-6 Fire,2019-09-06 13:20:00,Bureau of Land Management - Northern CA District,Lassen,"North of Fredonyer Peak, southwest of Termo",260,Bureau of Land Management - Northern CA District,-120.606,44.734,2019-09-11 18:30:00,2019-09-11,2019-09-06,111.29,95.86,83.71,52.88,0.0,0.0,5.87,3.34,29.07,1175.533569335938
1379,Kidder 2 Fire,2019-09-07 08:47:46,Klamath National Forest,Siskiyou,"Marble Mountain Wilderness and Kidder Creek, Northwest of Etna",227,Klamath National Forest,-123.2129356,41.492974200000006,2019-09-26 08:00:00,2019-09-26,2019-09-07,88.86,73.48,60.86,52.8,0.01,0.0,4.91,0.69,28.57,1233.7724609375
1381,Oak Fire,2019-09-07 14:00:00,CAL FIRE Sonoma Lake Napa Unit,Lake,"Highway 29 and Cole Creek Road, South of Kelseyville",53,CAL FIRE Sonoma Lake Napa Unit,-122.833831,38.955024,2019-09-08 07:00:00,2019-09-08,2019-09-07,86.0,63.84,53.43,55.07,0.0,0.0,3.83,0.2,29.79,431.8101501464844
1382,Swedes Fire,2019-09-07 15:06:00,CAL FIRE Butte County Fire ,Butte,"Swedes Flat Road and Oro Bangor Highway, east of Oroville",496,CAL FIRE Butte County Fire ,-121.412619,39.45296,2019-09-13 19:00:00,2019-09-13,2019-09-07,91.71,74.91,62.0,54.63,0.0,0.0,8.04,0.14,29.85,449.4635314941406
1383,Duzel Fire,2019-09-07 18:19:16,CAL FIRE Siskiyou unit,Siskiyou,"Near Duzel Rock Lookout, northeast of Etna",15,CAL FIRE Siskiyou unit,-122.740333,41.512917,2019-09-10 19:27:00,2019-09-10,2019-09-07,88.86,73.48,60.86,52.8,0.01,0.0,4.91,0.69,28.57,1577.150634765625
1384,Sycamore Fire,2019-09-07 20:31:46,Riverside City Fire Department,Riverside,"Kangaroo Court and River Ridge Drive, Riverside ",250,Riverside City Fire Department,-117.3063,33.9369,2019-09-08 18:00:00,2019-09-08,2019-09-07,100.86,83.35,74.43,54.31,0.0,0.0,3.09,0.41,28.71,472.8153686523438
1385,McMurray Fire,2019-09-09 17:42:43,Santa Barbara County Fire,Santa Barbara,"McMurray Rd and Hwy 101, north of Buellton",200,Santa Barbara County Fire ,-120.187368,34.630919,2019-09-14 08:00:00,2019-09-14,2019-09-09,79.43,67.13,56.29,58.38,0.0,0.0,4.85,0.49,29.87,133.125
